last_name, first_name,player_id,year,p_formatted_ip,p_k_percent,p_bb_percent,f_strike_percent,
Morgan, Eli,669212,2021,89.1,21.4,5.8,67.5,
Gilbert, Logan,669302,2021,119.1,25.4,5.6,62.2,
Wells, Tyler,669330,2021,57.0,29.0,5.4,67,
Skubal, Tarik,669373,2021,149.1,25.9,7.4,64.2,
Rogers, Trevor,669432,2021,133.0,28.5,8.4,56.9,
Bieber, Shane,669456,2021,96.2,33.1,8.1,62.5,
Bender, Anthony,669622,2021,61.1,28.7,8.1,62.3,
Long, Sam,669674,2021,40.2,21.6,8.5,60.2,
White, Mitch,669952,2021,46.2,24.9,8.6,58.9,
Bednar, David,670280,2021,60.2,32.5,8.0,66.9,
Oviedo, Johan,670912,2021,62.1,17.7,12.8,57.8,
Richards, Trevor,670950,2021,64.1,31.1,8.8,57.4,
Hernandez, Carlos,672578,2021,85.2,20.7,11.5,53.5,
Patino, Luis,672715,2021,77.1,22.2,8.7,59.2,
Karinchak, James,675916,2021,55.1,33.2,13.6,55.3,
Howard, Spencer,675921,2021,49.2,22.7,11.8,62,
Heuer, Codi,676051,2021,67.1,19.9,8.2,60.8,
Whitlock, Garrett,676477,2021,73.1,27.2,5.7,64.9,
Fleming, Josh,676596,2021,104.1,14.5,6.9,61.7,
Vest, Will,676684,2021,35.0,17.3,11.5,64.1,
Peacock, Matt,676840,2021,86.1,13.0,7.3,56.8,
de Geus, Brett,676969,2021,50.0,17.2,10.5,55,
Crochet, Garrett,676979,2021,54.1,28.3,11.7,56.3,
Garcia, Luis,677651,2021,155.1,26.4,7.9,59.9,
Weathers, Ryan,677960,2021,94.2,18.0,7.5,55.1,
Dobnak, Randy,677976,2021,50.2,11.8,5.3,57.5,
Gray, Josiah,680686,2021,70.2,24.8,10.7,63.5,
Vesia, Alex,681911,2021,40.0,33.5,13.7,51.9,
Arihara, Kohei,685503,2021,40.2,13.5,7.3,52.2,
