last_name, first_name,player_id,year,sl_avg_speed,sl_avg_break,ch_avg_speed,ch_avg_break,cu_avg_speed,cu_avg_break,si_avg_speed,si_avg_break,fc_avg_spin,fc_avg_break,fs_avg_speed,fs_avg_break,
Tepera, Ryan,572193,2021,86.5,6.2,86.5,12.8,80.7,7.3,93.3,19.9,,,,,
Johnson, Pierce,572955,2021,,,,,84.3,12.2,,,,,,,
Keuchel, Dallas,572971,2021,77.8,7.6,79.6,15.8,,,87.8,15.7,2213,8.5,,,
Mantiply, Joe,573009,2021,,,83.4,17.4,80.8,8.7,91.1,19.2,,,,,
Rogers, Taylor,573124,2021,84,11.2,,,,,95.7,18.9,,,,,
Stroman, Marcus,573186,2021,84.9,12.1,,,77.2,15.9,91.9,11.1,2591,6.2,86.1,12.7,
Thielbar, Caleb,573204,2021,80.2,14.8,82.4,16.4,71.8,19.2,,,,,,,
Minaya, Juan,573668,2021,85.4,4.5,88.9,12.6,,,,,,,,,
Kikuchi, Yusei,579328,2021,82.5,4.6,86.2,12.3,,,,,2301,9.7,,,
Foltynewicz, Mike,592314,2021,83.2,6.6,85.3,18.6,76.7,11.2,93.1,19.7,,,,,
Gausman, Kevin,592332,2021,82,3.5,83.8,16.5,,,,,,,83.6,13,
Gonzalez, Chi Chi,592346,2021,85.7,5,84.3,13.3,81.1,5.7,90.6,13.8,2524,5.6,,,
Gray, Jon,592351,2021,86.7,5,87.6,14.4,76,14.7,,,,,,,
Hembree, Heath,592390,2021,86.5,11.7,,,83,16.5,,,,,,,
Jackson, Luke,592426,2021,87.5,6.2,,,83.9,13.8,,,,,,,
Plutko, Adam,592644,2021,83.1,7.3,,,77,15.6,,,2383,11,,,
Ray, Robbie,592662,2021,88.6,7.6,88.2,17.1,82.5,2.5,95.1,19.6,,,,,
Sanchez, Aaron,592717,2021,,,83.3,14.9,74.2,18.2,89.8,18.9,,,,,
Shreve, Chasen,592741,2021,81.4,7.2,,,,,,,,,82.9,11.3,
Smith, Caleb,592761,2021,84.8,8.1,82.1,20,77.9,9.4,,,,,,,
Smyly, Drew,592767,2021,,,,,78.9,3.7,92.1,19.5,1956,11.9,,,
Stanek, Ryne,592773,2021,87.1,3.2,,,,,,,,,88,12.7,
Taillon, Jameson,592791,2021,86.6,8.6,88,18.4,80.7,16.4,94.2,19.9,2508,9.7,,,
Velasquez, Vince,592826,2021,85,8.1,88.9,14.6,82,12.6,92,18.4,,,,,
Walker, Taijuan,592836,2021,86.1,8,,,76.4,14.8,93.7,20.5,2401,9.2,89.4,15.4,
Williams, Trevor,592866,2021,83,6.9,84.3,14.9,77.7,10.5,89.2,14.5,,,,,
Rodriguez, Richard,593144,2021,81.3,9.8,,,,,,,,,,,
German, Domingo,593334,2021,,,86.5,19.3,81.1,4.5,93.7,19,,,,,
Martinez, Carlos,593372,2021,82.5,12.1,84.8,15.1,78.3,10.7,91.3,16.5,2171,9.7,,,
Montas, Frankie,593423,2021,88.1,7.8,,,,,96.2,20.6,2441,8.5,87.5,12.4,
Neris, Hector,593576,2021,87.7,6.1,,,,,94.8,19.7,,,84.2,9.1,
Suero, Wander,593833,2021,,,87,13.5,78.8,15.1,,,2523,14,,,
Rodriguez, Eduardo,593958,2021,82.1,5.4,85.4,18.1,,,92.5,18.1,2182,9.1,,,
Peralta, Wandy,593974,2021,88.1,5.3,87.8,18.4,,,94.9,19.5,,,,,
Mayers, Mike,594577,2021,85.1,3.7,87.7,19.3,76.7,5.2,,,2324,12.1,,,
deGrom, Jacob,594798,2021,91.6,6.2,91.4,14.7,83.3,9,,,,,,,
Gonzales, Marco,594835,2021,,,79.3,19.6,75.2,14.5,,,2119,14.1,,,
Ponce de Leon, Daniel,594965,2021,,,86.1,18.5,77,14.1,91.7,24,2256,11.4,,,
Treinen, Blake,595014,2021,86.4,13.6,90,15,,,97.4,19.1,2480,8.6,,,
Winkler, Dan,595465,2021,,,,,82.4,10.3,92.7,18.6,2552,12.6,,,
Curtiss, John,595928,2021,87.6,4.9,90.7,21.3,,,,,2494,10.2,,,
Junis, Jakob,596001,2021,82.8,12.8,84.8,13.4,77.6,10.7,90.9,18,2303,8.7,,,
Norris, Daniel,596057,2021,84.8,5.1,86.9,12.9,,,,,,,,,
Stephenson, Robert,596112,2021,83,9.4,,,81,13.7,,,,,87.2,16.1,
Weaver, Luke,596133,2021,,,85.4,16.8,78,8.4,91.1,20.9,2384,11,,,
Gomber, Austin,596295,2021,85.2,6.5,83.1,15.2,75.7,17.5,,,,,,,
Barnes, Matt,598264,2021,,,87.7,18.7,85.3,11,,,,,,,
Machado, Andres,600921,2021,84.5,5.8,87.9,13.1,,,93.9,18.9,,,,,
Pivetta, Nick,601713,2021,86,6.6,87.9,17.5,78.6,20.3,93.3,21.6,,,,,
Barlow, Scott,605130,2021,85,8.1,,,79.3,17.7,96.3,19.9,,,,,
Bassitt, Chris,605135,2021,76.9,15.9,85.3,19.7,71.7,19.3,92.8,19.5,2222,9.9,,,
Bradley, Archie,605151,2021,,,85.5,15.1,78.2,13,93.9,19.4,,,,,
Bundy, Dylan,605164,2021,79.9,5.7,83.2,15.2,74,16.5,90.7,20.6,,,,,
Chafin, Andrew,605177,2021,82.5,3,84.9,18.8,,,92.1,19.6,,,,,
Davies, Zach,605200,2021,80,5.4,78.5,16.3,74.2,14.1,88,19.4,2092,13.8,,,
Fulmer, Michael,605242,2021,91.2,8.5,88.1,13.8,79.6,17.2,95.7,18.9,,,,,
Holmes, Clay,605280,2021,87.7,4,,,82.7,15.6,96,16.5,,,,,
Houser, Adrian,605288,2021,84,7.3,87.7,17.8,80,14.2,93.6,17.8,,,,,
Lopez, Jorge,605347,2021,85.9,6.4,88.5,16.5,81.9,13.7,95.3,19.3,,,,,
Musgrove, Joe,605397,2021,84.1,14.3,87.1,10.8,82.1,17.7,93.2,12.8,2633,8.7,,,
Nola, Aaron,605400,2021,,,85.2,15.5,78.5,17.9,92,19.7,2179,7.8,,,
Romano, Jordan,605447,2021,88.4,4.8,,,,,97.8,21.5,,,,,
Ross, Joe,605452,2021,84.6,4.7,88.6,16.4,,,93.4,17.8,,,,,
Snell, Blake,605483,2021,86.5,5.2,88.3,16.6,79.5,16.5,,,,,,,
Springs, Jeffrey,605488,2021,82.9,5.1,84,17.1,,,,,,,,,
Thompson, Zach,605507,2021,,,85.4,14.8,77.2,10.8,92.1,13.6,2545,7,,,
Turnbull, Spencer,605513,2021,85.3,8,87.1,18.9,79.8,17.5,94.9,18.6,2495,11,,,
Wendelken, J.B.,605525,2021,83.5,8.8,85.9,16.2,79.7,18.8,93.2,18.5,,,,,
Wisler, Matt,605538,2021,81.5,10.3,,,,,,,,,,,
Woodruff, Brandon,605540,2021,86.5,5.4,86.5,16.4,83.8,13.2,96.2,19,,,,,
Gallegos, Giovanny,606149,2021,85.6,2.4,87.1,18.9,,,,,,,,,
Montero, Rafael,606160,2021,85.7,8.4,89.7,16.7,,,95.1,17.9,,,,,
Payamps, Joel,606303,2021,81.6,9.8,87,17.3,,,94.4,19.3,,,,,
Garcia, Jarlin,606424,2021,82.5,6.4,85.2,19.7,,,,,,,,,
Rodon, Carlos,607074,2021,85.8,8.8,85.2,18,76.7,10.4,,,,,,,
Faria, Jake,607188,2021,84.7,5.1,,,75.9,17.6,93.2,21.9,,,82.4,10.9,
Glasnow, Tyler,607192,2021,87.5,5.6,91.5,15.3,83.5,18.4,,,,,,,
Fedde, Erick,607200,2021,,,87.7,14.9,79.7,14.7,93.8,14.4,2051,7.8,,,
Gant, John,607231,2021,80,5.7,80.1,14.7,74.7,15.6,91.6,20.7,2612,6.6,,,
Garrett, Amir,607237,2021,85.2,3.6,,,,,94.7,20.4,,,,,
Patton, Spencer,607359,2021,83.7,12.6,,,,,94.1,19.7,,,85.6,15.9,
Banda, Anthony,607455,2021,,,86.2,16.5,81,12,,,2171,3.7,,,
Bummer, Aaron,607481,2021,83,18.8,88.5,14.1,,,95.4,15.6,2266,2.9,,,
Freeland, Kyle,607536,2021,86,5.7,85.8,13.5,80.2,11.1,91.3,14.1,,,,,
Howard, Sam,607572,2021,84.9,5.9,83.9,17.4,,,,,,,,,
Lugo, Seth,607625,2021,88.2,7.5,86.8,16.4,79.2,21.2,93.4,20,,,,,
Means, John,607644,2021,86.3,9.9,83.4,21.4,78,15.1,,,,,,,
Estevez, Carlos,608032,2021,86.7,5.7,88.7,13.5,,,,,,,,,
De Jong, Chase,608328,2021,85.1,4.2,86.2,16.3,77.8,14.6,93.3,21.5,,,,,
Fried, Max,608331,2021,84.7,9.7,84.7,13.6,74.4,17.6,93.5,15.1,,,,,
Funkhouser, Kyle,608335,2021,86.7,4.9,88.9,15.6,,,95.5,17.3,,,,,
Giolito, Lucas,608337,2021,85.6,6.1,81.5,16.7,80.6,12.4,,,,,,,
Irvin, Cole,608344,2021,83,3.9,84.2,15.8,76.9,7.4,90.5,19.1,1799,17.7,,,
Sims, Lucas,608371,2021,85.6,8.5,90.9,20.1,82.3,11.7,,,,,,,
Wacha, Michael,608379,2021,,,86.9,17.3,76.2,14.7,94.1,19.9,2066,10.4,,,
Marquez, German,608566,2021,86.2,3.3,86.1,13.7,85.2,5.7,94,15.7,,,,,
Chargois, JT,608638,2021,87.6,3.9,,,,,96.3,20,,,,,
Duffey, Tyler,608648,2021,,,,,83,11.3,92.6,18.2,,,,,
Graveman, Kendall,608665,2021,87.4,6.3,89.6,15,81.5,11.8,96.6,19.6,,,,,
Leone, Dominic,608678,2021,83.7,7,,,,,94.6,17,2478,7.1,,,
Steckenrider, Drew,608716,2021,,,87.6,16.6,80.4,6.2,,,,,,,
Stratton, Chris,608717,2021,85.8,9,86.6,14.9,80.2,18.2,93.6,19.1,,,,,
Suter, Brent,608718,2021,,,83.9,17.6,78.6,7.5,88.6,15.7,,,,,
Voth, Austin,608723,2021,,,,,78.6,18.2,,,2424,8.3,88.2,14.9,
Castro, Miguel,612434,2021,85.7,12.1,92.1,19.3,,,98,19.7,,,,,
Adams, Austin,613534,2021,86.9,10.5,,,,,,,,,,,
Ruiz, Jose,614179,2021,90.2,8.7,89.4,16.5,85.5,6.5,,,,,,,
Quantrill, Cal,615698,2021,86.7,4.7,85,14.6,81.3,5.1,94.3,19.5,2207,7,,,
Sawamura, Hirokazu,617228,2021,86.3,8.2,,,,,,,,,91.6,8.7,
Reyes, Alex,621052,2021,86.4,9.1,90.3,15,79.4,21.6,96.7,19.4,,,,,
Kaprielian, James,621076,2021,85.3,5.3,83.8,10.4,78,9.6,92.4,19.8,,,,,
Eflin, Zach,621107,2021,87.6,9.7,85.3,16.2,77.6,12.3,92.4,18.6,2077,12.5,,,
Buehler, Walker,621111,2021,84.9,14.6,91.5,14.4,80.1,18.4,95.3,19.1,2617,10.8,,,
Blackburn, Paul,621112,2021,,,85.8,15,79,16.6,91.1,16.7,2427,7.8,,,
Burr, Ryan,621114,2021,77.9,13.2,,,,,,,2314,5.4,,,
McCullers Jr., Lance,621121,2021,86,14.8,85.8,17.5,84.2,16,93.9,15.2,2538,7.5,,,
Mills, Alec,621219,2021,76.6,17.1,79.1,15.8,65.8,16.6,89.1,17.9,,,,,
Alvarado, Jose,621237,2021,,,,,87.2,8.6,99.4,19.6,2256,5.7,,,
Diaz, Edwin,621242,2021,90.6,6,,,,,99.5,23.8,,,,,
Berrios, Jose,621244,2021,,,84.8,14.9,82.9,15.6,93.8,19.8,,,,,
Underwood Jr., Duane,621249,2021,85.2,6.2,87.8,16.5,80.6,14.1,93.3,18,2140,9.8,,,
Wittgren, Nick,621295,2021,83.6,8.7,85.7,12.9,,,92.3,19.7,2320,7.9,,,
Minter, A.J.,621345,2021,,,87.2,17,,,,,2542,6.9,,,
Clay, Sam,621348,2021,84.4,12.4,87,15.5,,,92.3,17.2,,,,,
Hearn, Taylor,621368,2021,84.3,8.1,86.9,13.6,,,93.8,18.5,2195,13.7,,,
Young, Alex,622065,2021,,,85.3,13.8,82.3,2.7,89.6,15,2399,9.8,,,
Wood, Alex,622072,2021,83.9,5.4,85.3,14.7,,,91.8,19.9,,,,,
Almonte, Yency,622075,2021,83.7,8.4,87.4,14.4,,,93.4,14.5,,,,,
Zimmer, Kyle,622092,2021,83.4,3.6,87,16,77.8,14.2,94.9,17.1,,,,,
Smith, Drew,622098,2021,89.2,10.7,85.1,20.2,77.4,17.7,94.9,20,2657,8.5,,,
Sborz, Josh,622250,2021,88,2.2,,,83.3,14.7,,,,,,,
Staumont, Josh,622251,2021,,,,,81.3,16.4,96.7,18.8,,,,,
Tate, Dillon,622253,2021,81,8.9,85.4,17.7,,,95.5,17.5,2400,5,,,
Castillo, Luis,622491,2021,86.4,2.7,88.3,16.9,,,97.3,18.2,,,,,
Crismatt, Nabil,622503,2021,,,82.3,14.3,71.5,19.6,89.6,17.9,,,,,
Senzatela, Antonio,622608,2021,86.1,5.9,86,11.4,77.8,9.2,94.3,16.5,,,,,
Hernandez, Elieser,622694,2021,79.3,15.4,84.5,19.3,,,90.6,19.8,,,,,
Diaz, Miguel,622766,2021,87.9,6.6,86,17.8,,,95.1,23.1,,,,,
Sewald, Paul,623149,2021,81.7,14.7,69.7,13.7,,,,,,,,,
Flexen, Chris,623167,2021,,,82.7,15.7,77.2,15.5,,,2299,9.1,,,
Hader, Josh,623352,2021,83.6,5,87.7,14.9,,,96.4,20.1,,,,,
Suarez, Ranger,624133,2021,84.3,6.9,85,16.7,,,92.9,17.8,,,,,
Thompson, Keegan,624522,2021,,,86.6,19.4,82.5,15,94,18.4,2495,7.8,,,
Gonzalez, Victor,624647,2021,85.2,3.2,,,,,94.3,19.4,,,,,
Lopez, Reynaldo,625643,2021,86.7,7.5,85.4,15.9,76.9,13.1,,,,,,,
Maeda, Kenta,628317,2021,82.1,8.7,,,75.2,16.8,89.9,18.2,,,84.2,12.7,
Iglesias, Raisel,628452,2021,85.1,10.1,89.4,17.7,,,96.7,19.5,,,,,
Urias, Julio,628711,2021,83.5,14.8,86.8,16.4,81.4,16.1,93.9,18.4,,,,,
Crowe, Wil,640444,2021,85.3,7.1,85.1,11.4,80.4,14,92.9,17.4,,,,,
Finnegan, Kyle,640448,2021,87.5,8.5,,,,,95.6,19.4,,,87.5,12.3,
Manaea, Sean,640455,2021,82.8,6.1,84.5,14.2,78.2,15.3,92.1,18.6,,,,,
Alzolay, Adbert,640470,2021,86.2,8.4,85.6,17.2,80,7.7,93.8,19.4,2364,7.9,,,
Lopez, Pablo,641154,2021,,,88,17.8,80.2,14,93.7,17.4,2199,9.7,,,
Alexander, Tyler,641302,2021,82.2,5.8,83.7,15.5,74.8,4.6,90.2,19.7,2335,9.6,,,
Bickford, Phil,641360,2021,84,6.9,84.9,12.8,,,92.3,17.2,,,,,
Bowden, Ben,641386,2021,81.1,4.3,82.4,17.9,,,,,,,,,
Brentz, Jake,641394,2021,85.2,4.5,91,17.4,,,97.1,20.3,,,,,
Brogdon, Connor,641401,2021,,,84.6,19.5,,,94.9,26.2,2244,13,,,
Cortes Jr., Nestor,641482,2021,77.4,15.6,83,15.4,,,90.3,19,2351,8.8,,,
Dunning, Dane,641540,2021,79.7,7.6,84.5,18.7,78.2,16.8,90.4,16.1,2212,7.1,,,
Foster, Matt,641582,2021,85.2,6.4,84.3,16.6,,,,,2327,15,,,
Jimenez, Joe,641729,2021,84.5,5,90,18.1,,,,,,,,,
Kay, Anthony,641743,2021,82.5,8.2,86.2,14.9,77.8,13.3,,,2473,5.5,,,
Keller, Brad,641745,2021,86.1,7.5,90,15.7,,,93.7,14.5,,,,,
Kinley, Tyler,641755,2021,90.3,6.4,87.4,16.3,86,8,98,20.6,,,,,
Kuhl, Chad,641771,2021,88.2,5.2,88.3,15.5,80.5,14.6,94.1,18.8,,,,,
Lauer, Eric,641778,2021,87.4,6.9,86.6,16.6,78.9,8.6,,,2344,13.2,,,
Littell, Zack,641793,2021,87.8,7.7,,,,,,,,,86.4,9.3,
Mahle, Tyler,641816,2021,86.7,7.9,,,,,,,2432,9,86.5,16.9,
Mayza, Tim,641835,2021,88,4.2,,,,,94,19.3,,,,,
Ober, Bailey,641927,2021,81.5,9.4,84.7,18.1,75,15.9,,,,,,,
Pagan, Emilio,641941,2021,,,86.9,20.5,,,,,2336,4.9,,,
Rogers, Josh,642028,2021,82.1,4,82.3,15,75.2,4.8,89.2,19.6,,,,,
Smith, Riley,642092,2021,82.2,4.3,86.5,18.6,79.3,12.9,92.9,17.4,2153,6.7,,,
Sulser, Cole,642121,2021,86.3,6.9,84,14.8,77.3,18.7,,,,,,,
Taylor, Blake,642130,2021,82.6,7.8,,,,,,,,,,,
Trivino, Lou,642152,2021,,,87.3,16.3,77.8,15.6,95.9,19.3,2249,10,,,
Widener, Taylor,642203,2021,83.9,5.2,85.6,17.9,,,,,2000,18.8,,,
Williams, Devin,642207,2021,,,83.7,17.7,,,95.7,22.7,2229,9.7,,,
Yarbrough, Ryan,642232,2021,,,78.4,18.7,71.1,16.6,86.4,18.4,2116,7.5,,,
Soto, Gregory,642397,2021,88.3,5.7,,,,,98.2,19.6,,,,,
Loaisiga, Jonathan,642528,2021,90.1,11,90,19.6,86.7,12.6,98.3,19.6,,,,,
Barria, Jaime,642545,2021,85.8,7.4,85.8,17.8,,,92.6,19.7,,,,,
Peralta, Freddy,642547,2021,80.5,14.9,88,15.5,76.8,10.3,92.4,19.2,,,,,
Santana, Dennis,642701,2021,83.9,4.9,87.5,19.3,81.9,13.3,95.3,20.2,,,,,
Cimber, Adam,643256,2021,78.4,8.3,,,,,87,15.4,,,,,
Dunn, Justin,643290,2021,84,7.6,89.5,19.1,80.2,16.9,,,,,,,
Fry, Paul,643316,2021,85.1,13.7,91.3,17.6,,,,,,,,,
Green, Chad,643338,2021,,,,,85,9.6,96,22.3,,,,,
Jax, Griffin,643377,2021,83.3,11.9,85.6,16.4,79.8,14.8,,,,,,,
Rogers, Tyler,643511,2021,71.8,19.3,,,,,82.8,10.6,,,,,
Alcantara, Sandy,645261,2021,90.4,4.7,91.8,16.5,83.7,5.8,97.6,18.9,,,,,
Pop, Zach,647315,2021,85.9,7.1,,,,,95.4,17.8,,,,,
Wells, Alex,649144,2021,81.1,4.4,83.2,17.2,72.7,15.6,,,,,,,
Hernandez, Darwinzon,650382,2021,83.5,7.4,,,79.5,17.5,95.2,17.6,,,,,
Mejia, J.C.,650496,2021,82.7,10.3,87.6,14.1,80.3,17.3,92.6,14.9,,,,,
Garcia, Bryan,650530,2021,86.7,6.6,85.8,18.4,,,94,18.8,,,,,
Abreu, Bryan,650556,2021,88.9,5.2,,,86.6,12.9,96.1,20.4,,,,,
King, Michael,650633,2021,79.8,18.2,84.9,19.5,74.2,13.7,93.9,19.5,2407,7.8,,,
Civale, Aaron,650644,2021,83.4,9.3,,,77,18.2,91.8,18.2,2494,8.6,85.6,11.8,
Santana, Edgar,650828,2021,86.6,2.7,,,,,94.3,16.7,,,,,
Cabrera, Genesis,650893,2021,,,89.7,16.9,80.9,14.3,97.7,19.9,,,,,
Castillo, Diego,650895,2021,87.3,5.6,,,,,94.6,18.9,,,,,
Abreu, Albert,656061,2021,87.3,5.2,88.2,19.1,81,16.8,98,20.3,,,,,
Barnes, Charlie,656212,2021,81.8,5.9,79.3,17.2,73.6,10.4,89.8,16.8,,,,,
Bielak, Brandon,656232,2021,83,10.5,88.2,18.3,80.3,17.6,93.2,17.6,2437,8.8,,,
Canning, Griffin,656288,2021,88.2,2.9,89.1,19.8,81.9,9.9,,,,,,,
Cease, Dylan,656302,2021,85.9,7.6,78.1,17.4,79.9,19.2,,,,,,,
Coonrod, Sam,656322,2021,90.1,7.2,90.4,14.6,,,97.7,19.3,,,,,
Feyereisen, J.P.,656420,2021,86.3,6.2,87.6,15.4,,,93.5,25.2,,,,,
Flaherty, Jack,656427,2021,83.7,9.1,84.5,13.6,76.2,17.7,90.9,14.8,,,,,
Gilbert, Tyler,656457,2021,,,,,75.5,14,89.5,18.8,2242,10.8,80.1,15,
Gilbreath, Lucas,656458,2021,81.8,8.2,,,,,,,,,84.4,13.8,
Hentges, Sam,656529,2021,86.1,5.4,88.4,15.4,80.2,16.5,93,15.2,,,,,
Hoffman, Jeff,656546,2021,82,8,85.9,15.8,77.5,16.5,,,,,,,
Holloway, Jordan,656548,2021,85.4,5.3,90.4,17.5,79.2,15,95.9,18.1,,,,,
Houck, Tanner,656557,2021,84.4,13.8,,,,,93.2,14.9,,,85.8,14.4,
Keller, Mitch,656605,2021,86.1,3.8,89.8,16.5,78.5,17.5,,,,,,,
Kopech, Michael,656629,2021,84.1,9.6,89.7,17.5,78.7,12.4,,,,,,,
Lange, Alex,656638,2021,89.2,5.5,89,17.3,84.6,8.3,97.1,22.6,,,,,
Martin, Brett,656685,2021,87.6,7,,,82.4,5.4,93.1,19,,,,,
Megill, Tylor,656731,2021,85.7,4.6,85.4,16,79.8,9.6,,,,,,,
Montgomery, Jordan,656756,2021,,,82.5,17.8,80,4.4,92.4,19.9,2361,9.1,,,
Newcomb, Sean,656794,2021,,,89.8,15.7,80,19.4,95.5,21.1,2701,5.5,,,
Peterson, David,656849,2021,82.1,6.6,83.9,19.5,73.5,9.3,92.4,20.2,,,,,
Rasmussen, Drew,656876,2021,86.4,5.8,90.1,17.8,80.3,13.3,91.1,21.5,2728,4.6,,,
Scott, Tanner,656945,2021,88.5,6.4,,,,,96.1,17.9,,,,,
Sheffield, Justus,656954,2021,81.7,8.3,85.8,13.3,,,92.3,17,,,,,
Steele, Justin,657006,2021,83,13.3,87.5,14.9,79.1,15.3,92.9,16.6,,,,,
Taylor, Josh,657031,2021,87.2,7.4,,,80.2,7.7,94.5,17.7,,,,,
Toussaint, Touki,657053,2021,,,,,76.2,16.2,92.7,16,,,87.2,7.6,
Watkins, Spenser,657093,2021,80.8,5.3,85.6,15.6,79.1,8.2,,,2367,9.7,,,
Webb, Jacob,657097,2021,,,83.6,18.8,81.2,14.1,,,,,,,
Webb, Logan,657277,2021,82.4,11.2,86.2,10.5,,,92.8,15.5,2277,7,,,
Hill, Tim,657612,2021,84.7,5.2,86.1,14.7,,,91.1,18.5,,,,,
Lamet, Dinelson,659275,2021,86.5,6,91.4,16.9,,,95.3,20.3,,,,,
Ohtani, Shohei,660271,2021,82.2,16.5,,,74.7,18,,,2262,6,88.2,6.2,
Yang, Hyeon-Jong,660365,2021,80.5,5.6,81.4,17,72.1,15.3,,,,,,,
Ynoa, Huascar,660623,2021,85.1,5.1,88.5,17.3,,,95.6,22.2,,,,,
Suarez, Jose,660761,2021,,,82.3,11.8,78.3,12.8,91.3,18.2,,,,,
Graterol, Brusdar,660813,2021,88.1,10.8,,,,,100,16,2352,6.9,,,
De Los Santos, Enyel,660853,2021,82.2,2.3,87.4,18.7,,,,,,,,,
Alcala, Jorge,660896,2021,89.7,6.1,90.1,20,,,97.2,19.5,,,,,
Gutierrez, Vladimir,661269,2021,83.3,10.4,81.4,16,77.6,17,92.9,26,,,,,
Clase, Emmanuel,661403,2021,91.9,7.2,,,,,,,2579,11.3,,,
Thornton, Trent,663423,2021,84.6,8.8,84.3,15.6,80.2,16.9,93,18.2,2567,10.2,,,
Rainey, Tanner,663432,2021,87.7,4.4,87.6,3.2,,,,,,,,,
Bubic, Kris,663460,2021,,,80,15,78.5,17.1,,,,,,,
Allard, Kolby,663465,2021,,,83.6,17.5,75.9,10.4,92.5,21.2,2197,6.9,,,
McKenzie, Triston,663474,2021,86.4,7.4,86,18.5,79.3,11.1,,,,,,,
Allen, Logan,663531,2021,81.6,13.4,83.3,16.6,76.8,16.8,90.2,15.2,2479,6.4,,,
Mize, Casey,663554,2021,85.9,5.1,,,81.3,14,93.2,19,,,85.8,12.5,
McClanahan, Shane,663556,2021,89.1,5.2,89.2,19.3,82.5,12.5,,,,,,,
Santillan, Tony,663574,2021,85.1,12.8,88.8,14.2,,,,,,,,,
Neidert, Nick,663734,2021,84.5,7.5,83.3,18,74.4,15.7,,,2070,7.9,,,
Lynch, Daniel,663738,2021,85.2,2.2,84.7,17.7,77.4,4.1,93.2,19,,,,,
Woodford, Jake,663765,2021,82.2,12.3,85,15.9,76.3,19.8,91.4,16.1,,,,,
Sandoval, Patrick,663776,2021,85.4,7.8,84.6,16.7,78.4,15,93.3,18.1,,,,,
Kowar, Jackson,663804,2021,83.1,6,86.2,16.7,78.2,12.1,,,,,,,
Singer, Brady,663903,2021,85.4,4.7,88,19.5,,,93.7,18.9,,,,,
Paddack, Chris,663978,2021,,,85.2,16,78.7,18.1,,,,,,,
Stephan, Trevor,663986,2021,83.8,11,,,,,,,,,86.9,13.2,
Gonsolin, Tony,664062,2021,86.8,6.6,,,80.2,14.9,,,,,83.3,12.9,
Ponce, Cody,664074,2021,84,4.7,86.2,17.3,79.5,12.7,92.7,20.3,2320,8.6,,,
Fairbanks, Pete,664126,2021,85.7,6,,,,,94.1,14.1,,,,,
Brubaker, JT,664141,2021,87.2,3.8,87.2,17.6,79.5,11,93.4,19.2,,,,,
Lucchesi, Joey,664192,2021,,,81.5,15.5,78.7,4.6,91,20,2236,17.5,,,
Clarke, Taylor,664199,2021,87.5,5.2,89.3,15.9,78.7,13.4,,,,,,,
Maton III, Phil,664208,2021,82.1,16.9,,,76,21.4,,,2553,7.4,,,
Valdez, Framber,664285,2021,,,87.5,13.4,77.9,20.5,92.5,14.1,,,,,
Javier, Cristian,664299,2021,81,12.4,86.6,18.5,75.9,17.6,,,,,,,
Urquidy, Jose,664353,2021,79.3,14.1,84.4,19,77.2,16.2,,,,,,,
Helsley, Ryan,664854,2021,88.2,6.9,87.4,15,79,12.2,97.5,19.1,,,,,
Keller, Kyle,664918,2021,,,,,81.4,9.4,,,,,,,
Misiewicz, Anthony,664948,2021,,,,,80.7,14.2,,,2442,8.2,,,
Kremer, Dean,665152,2021,,,82.9,16.3,75.5,18.5,,,2482,10.1,,,
Anderson, Ian,666120,2021,,,88.1,15.9,80.7,6.7,94.1,20.7,,,,,
Garrett, Braxton,666129,2021,82.7,7.1,84.5,18.8,76.8,14,89.1,18.3,,,,,
Manning, Matt,666159,2021,85.4,6.9,87.5,15.5,78.6,14,93.7,18.1,,,,,
Luzardo, Jesus,666200,2021,,,86.6,18.1,83.4,3,95.1,21.1,,,,,
Manoah, Alek,666201,2021,81.1,15.7,86.8,15.4,,,92.8,17.2,,,,,
Muller, Kyle,666205,2021,86.6,4.3,88,15.6,80.4,11.6,93.5,19.1,,,,,
King, John,667463,2021,79.5,9.3,78.4,15.3,,,92.2,15.9,2102,8.4,,,
Plesac, Zach,668676,2021,86.7,8.9,85.7,16.3,80.2,7.1,,,,,,,
Gallen, Zac,668678,2021,86.1,8.3,86.1,13.4,79.7,14.5,93.3,20.7,2247,11.6,,,
Kranick, Max,668820,2021,87.9,9,87.4,17.8,79.5,9.1,,,,,,,
Wilson, Bryse,669060,2021,86,6.8,86.8,14.6,77,17.2,92.7,17.8,,,,,
Zimmermann, Bruce,669145,2021,86.1,3.6,84.4,19.6,81.9,6.8,,,,,,,
Burnes, Corbin,669203,2021,88,8.2,90.7,16.1,81.2,14,96.9,17.1,2767,12.2,,,
Akin, Keegan,669211,2021,84.1,6.3,81.9,17.6,76.4,7.9,,,,,,,
Morgan, Eli,669212,2021,85.2,8.1,74.8,15.7,76.3,11.8,,,2072,18.4,,,
Gilbert, Logan,669302,2021,83.4,8.6,79.9,15.3,75,10,,,,,,,
Wells, Tyler,669330,2021,88.6,9,88.4,19.8,78.8,11,,,,,,,
Skubal, Tarik,669373,2021,86.5,4.9,82.1,15.4,73.8,15.6,94.5,19.1,2210,17.7,85.1,14.4,
Rogers, Trevor,669432,2021,81.8,4.9,84.8,13.8,,,94.9,23.2,,,,,
Bieber, Shane,669456,2021,85.7,3.6,87.4,17.5,83.1,15.7,,,2630,10.7,,,
