last_name, first_name,player_id,year,p_formatted_ip,p_k_percent,p_bb_percent,ff_avg_speed,ff_range_speed,si_avg_speed,si_range_speed,fc_avg_speed,fc_range_speed,
Gallegos, Giovanny,606149,2022,59.0,31.1,7.7,94.3,1.1,,,,,
Montero, Rafael,606160,2022,68.1,27.0,8.5,96.4,1.1,95.9,1,,,
Payamps, Joel,606303,2022,55.2,17.0,6.6,94.8,1.3,94.3,1.2,,,
Garcia, Jarlin,606424,2022,65.0,20.7,6.7,93.8,1.2,,,,,
Moronta, Reyes,606625,2022,37.2,23.6,11.2,95.3,1.2,,,,,
Rodon, Carlos,607074,2022,178.0,33.4,7.3,95.5,1.9,,,,,
Weems, Jordan,607179,2022,39.2,24.7,7.2,96.8,1.3,,,,,
Fedde, Erick,607200,2022,127.0,16.4,10.1,,,92.5,1.3,89.2,1.4,
Krehbiel, Joey,607216,2022,57.2,18.4,7.4,94.4,1.5,,,86.3,2.5,
Garrett, Amir,607237,2022,45.1,25.0,16.3,94.2,1.4,93.4,1.3,,,
Martinez, Nick,607259,2022,106.1,21.2,9.2,93.4,1.4,93.3,1.2,88.6,1.6,
Freeland, Kyle,607536,2022,174.2,17.1,6.9,90.3,1.4,89.6,1.7,,,
Lugo, Seth,607625,2022,65.0,25.4,6.6,94.4,1.5,94.4,1.7,,,
Estevez, Carlos,608032,2022,57.0,23.0,9.8,97.5,1.6,,,,,
De Jong, Chase,608328,2022,71.2,20.1,10.2,92.8,1.1,93.4,1.5,,,
Fried, Max,608331,2022,185.1,23.2,4.4,94,1.9,93.6,1.8,,,
Giolito, Lucas,608337,2022,161.2,25.4,8.7,92.6,1.4,,,,,
Irvin, Cole,608344,2022,181.0,17.3,4.9,90.7,1.6,90.3,1.7,87.1,1.9,
Knebel, Corey,608349,2022,44.2,21.1,14.4,95.6,1.1,,,,,
Wacha, Michael,608379,2022,127.1,20.2,6.0,93,1.4,92.6,1.4,88.8,1.4,
Marquez, German,608566,2022,181.2,19.3,8.1,95.6,1.7,95.1,1.4,,,
Duffey, Tyler,608648,2022,44.0,21.1,8.1,92.3,1.2,92.4,1.2,,,
Graveman, Kendall,608665,2022,65.0,23.2,9.1,96.6,1.3,96.5,1.3,,,
Leone, Dominic,608678,2022,49.1,23.4,10.8,95.5,1.1,94.8,,91.4,1.3,
Stratton, Chris,608717,2022,63.1,21.5,9.0,92.8,1.2,92.9,1.3,,,
Suter, Brent,608718,2022,66.2,19.5,8.1,86.4,1.7,87.4,1.5,,,
Voth, Austin,608723,2022,101.2,20.4,7.0,93.5,1.2,,,89.5,1.4,
Ruiz, Jose,614179,2022,60.2,25.7,12.5,96.9,1.1,96,1.4,,,
Quantrill, Cal,615698,2022,186.1,16.6,6.1,93.4,1.4,93.6,1.2,88.5,1.6,
Sawamura, Hirokazu,617228,2022,50.2,18.1,12.2,95.9,1.2,,,,,
Cuas, Jose,621016,2022,37.2,18.9,13.3,,,93.1,1.3,,,
Wilson, Steven,621051,2022,53.0,24.8,9.3,95.1,1.3,,,,,
Rucker, Michael,621074,2022,54.2,21.8,8.7,94.7,1.2,,,88.8,,
Kaprielian, James,621076,2022,134.0,17.0,10.2,94,1.1,94.4,1.2,,,
Eflin, Zach,621107,2022,75.2,20.8,4.8,93.1,1.5,92.7,1.3,90,1.6,
Buehler, Walker,621111,2022,65.0,21.2,6.2,95.2,1.3,94.9,1.5,91.5,1.6,
Blackburn, Paul,621112,2022,111.1,19.1,6.4,91.5,1.2,91.7,1.2,87.1,1.4,
McCullers Jr., Lance,621121,2022,47.2,25.6,11.3,,,93.1,1.4,88.3,1.4,
Alvarado, Jose,621237,2022,51.0,37.9,11.2,97.8,1.6,99.6,1.4,93.8,1.9,
Diaz, Edwin,621242,2022,62.0,50.2,7.7,99.1,1.5,95.2,,,,
Berrios, Jose,621244,2022,172.0,19.8,6.0,94,1.2,93.9,1.3,,,
Garza Jr., Ralph,621248,2022,35.0,11.1,10.5,91.2,1.1,87.8,1.1,89.4,1.1,
Underwood Jr., Duane,621249,2022,57.1,22.0,9.7,95.9,1.4,95.3,1.3,92.4,1.7,
Minter, A.J.,621345,2022,70.0,34.7,5.5,96.6,0.9,,,90.3,1.4,
Poche, Colin,621363,2022,58.2,26.1,9.0,93.2,1.1,,,,,
Hearn, Taylor,621368,2022,100.0,21.6,9.6,94.8,1.4,93.8,1.6,88.7,1.9,
Strahm, Matt,621381,2022,44.2,26.9,8.8,94.2,1.1,94,1.3,,,
Banks, Tanner,621383,2022,53.0,22.6,8.3,92.9,1.3,,,,,
Blach, Ty,621389,2022,44.1,15.0,5.7,,,91.1,1.1,85,1.3,
Wood, Alex,622072,2022,130.2,23.6,5.4,,,92.4,1,,,
Smith, Drew,622098,2022,46.0,28.3,8.0,95.7,1.2,95.6,,,,
Staumont, Josh,622251,2022,37.2,24.4,16.5,96.1,1.6,97.1,1.7,,,
Tate, Dillon,622253,2022,73.2,20.5,5.5,93,1.4,94,1.7,,,
Castillo, Luis,622491,2022,150.1,27.2,7.3,97.1,1.3,96.9,1.5,,,
Crismatt, Nabil,622503,2022,67.1,23.2,7.9,90.5,1.6,90,1.6,,,
Dominguez, Seranthony,622554,2022,51.0,29.5,10.6,97.6,1.3,98.2,1.4,92.9,1.5,
Senzatela, Antonio,622608,2022,92.1,13.1,5.6,94.2,1.6,92.8,1.4,,,
Severino, Luis,622663,2022,102.0,27.7,7.4,96.3,1.6,96,1.5,90.4,2.1,
Hernandez, Elieser,622694,2022,62.1,21.6,7.9,91.6,1.1,92,1.4,,,
Sewald, Paul,623149,2022,64.0,29.8,7.0,92.5,1.3,,,,,
Flexen, Chris,623167,2022,137.2,16.1,8.6,91.7,1.3,,,87.4,1.5,
Hader, Josh,623352,2022,50.0,37.0,9.6,,,97.4,1.2,,,
Stephens, Jackson,623451,2022,53.2,20.0,9.8,94.1,1.1,94,1.2,,,
Phillips, Evan,623465,2022,63.0,33.0,6.4,96,1.3,96.2,1.1,93.3,1.2,
Herget, Jimmy,623474,2022,69.0,23.7,5.6,92.1,1.5,90.4,1.6,,,
Suarez, Ranger,624133,2022,155.1,19.5,8.8,93.2,1.2,92.5,1.2,89.7,1.6,
Thompson, Keegan,624522,2022,115.0,22.3,8.9,93.5,1.2,92.8,1.5,89.8,1.5,
Lopez, Reynaldo,625643,2022,65.1,24.8,4.3,97.1,1.8,,,,,
Iglesias, Raisel,628452,2022,62.0,31.7,5.7,95,1.3,94.8,1.3,,,
Marte, Yunior,628708,2022,48.0,20.6,10.3,97.8,1.2,96.9,1.2,,,
Urias, Julio,628711,2022,175.0,24.1,6.0,93.1,1.5,93.9,1.5,,,
Crowe, Wil,640444,2022,76.0,20.5,11.4,95.1,1.4,94.4,1.6,,,
Finnegan, Kyle,640448,2022,66.2,26.1,8.2,,,97,1.3,,,
Harvey, Hunter,640451,2022,39.1,28.7,7.6,98.3,1.1,96.7,1.5,,,
Manaea, Sean,640455,2022,158.0,23.2,7.5,,,91.2,1.9,,,
Puk, A.J.,640462,2022,66.1,27.0,8.2,96.7,1.1,96.1,1.1,,,
Lopez, Pablo,641154,2022,180.0,23.6,7.2,93.5,1.7,93.4,1.4,88.7,1.6,
Alexander, Tyler,641302,2022,101.0,14.3,5.9,90.1,1,90.1,1.1,85.5,1.2,
Baker, Bryan,641329,2022,69.2,26.1,8.9,96.2,2,,,87.3,2.2,
Bickford, Phil,641360,2022,61.0,27.1,5.7,94.1,1.3,,,,,
Brogdon, Connor,641401,2022,44.0,26.6,5.9,95.1,1.1,,,88.3,1.4,
Castano, Daniel,641447,2022,35.2,12.8,5.8,92,1.5,89.4,1.5,86.5,1.5,
Cortes Jr., Nestor,641482,2022,158.1,26.5,6.2,91.8,1.7,90.8,1.4,86.9,1.9,
Danish, Tyler,641501,2022,40.1,18.5,6.9,91.2,1.4,90.9,1.3,,,
Dunning, Dane,641540,2022,153.1,20.4,9.2,86.9,1.6,89.5,1.3,87.1,1.6,
Foster, Matt,641582,2022,45.0,21.8,8.8,93.7,1.2,,,92.6,1.4,
Gott, Trevor,641627,2022,45.2,23.7,6.5,95.2,1,95.1,1.1,91.5,1.3,
Hudson, Dakota,641712,2022,139.2,13.1,10.2,91.4,1.3,91.9,1.2,,,
Jefferies, Daulton,641726,2022,39.1,16.3,4.7,92.4,1.3,92.5,1.4,89.6,1.6,
Jimenez, Joe,641729,2022,56.2,33.3,5.6,95.7,1,,,,,
Keller, Brad,641745,2022,139.2,16.5,9.2,94.5,1.8,93.4,1.6,,,
Kuhl, Chad,641771,2022,137.0,17.8,9.4,92.9,1.6,92.8,1.6,,,
Lauer, Eric,641778,2022,158.2,23.8,8.9,93.3,1.4,,,89.8,1.7,
Littell, Zack,641793,2022,44.1,20.5,6.8,94.5,1.2,,,,,
Mahle, Tyler,641816,2022,120.2,25.0,8.5,93.2,1.8,,,85.5,2.1,
Mayza, Tim,641835,2022,48.2,22.8,6.2,94,,93.7,1.2,,,
Ober, Bailey,641927,2022,56.0,22.5,4.8,91.5,1.1,,,,,
Pagan, Emilio,641941,2022,63.0,30.7,9.5,95.6,1.3,,,85.8,1.7,
Trivino, Lou,642152,2022,53.2,26.8,9.6,95.6,1.1,95.8,1,92.3,1.4,
Williams, Devin,642207,2022,60.2,40.0,12.5,93.9,1.3,,,87,1.9,
Yarbrough, Ryan,642232,2022,80.0,17.2,6.2,,,86.7,1.4,82.3,1.6,
Soto, Gregory,642397,2022,60.1,22.8,12.9,98.7,1.3,98.1,1.3,,,
Loaisiga, Jonathan,642528,2022,48.0,18.2,9.4,98.2,1.4,98,1.1,,,
Barria, Jaime,642545,2022,79.1,17.1,6.0,92,1.3,91.7,1.5,,,
Peralta, Freddy,642547,2022,78.0,27.1,8.5,92.6,2.2,,,,,
Bautista, Felix,642585,2022,65.2,34.8,9.1,99.2,1.7,,,90,1.4,
Santana, Dennis,642701,2022,58.2,21.2,11.0,97.7,1.2,96.7,1.2,,,
Acevedo, Domingo,642758,2022,67.2,21.8,6.4,93,1.1,92.2,1.4,,,
Cimber, Adam,643256,2022,70.2,19.8,4.4,86.5,1.4,86.5,1.1,,,
Jax, Griffin,643377,2022,72.1,26.9,6.9,95.4,1.1,,,,,
Leiter Jr., Mark,643410,2022,67.2,25.9,8.9,91.1,1,90.9,1,87.3,1.6,
Pruitt, Austin,643493,2022,55.1,17.0,4.0,91.4,1.1,,,,,
Rogers, Tyler,643511,2022,75.2,15.4,7.2,83.2,1.1,83.5,1.5,,,
Arano, Victor,644364,2022,42.0,23.5,6.4,94.5,1.3,93.9,1.1,,,
Alcantara, Sandy,645261,2022,228.2,23.4,5.6,98,1.3,97.8,1.3,,,
Pop, Zach,647315,2022,39.0,15.9,2.5,,,96.5,1.3,,,
Abreu, Bryan,650556,2022,60.1,35.5,10.5,97.2,1.5,96,1.4,,,
King, Michael,650633,2022,51.0,33.2,8.0,96.4,1.4,95.5,1.4,,,
Civale, Aaron,650644,2022,97.0,24.1,5.4,90.7,1.2,91.3,1.2,86.3,1.5,
Quijada, Jose,650671,2022,40.2,30.8,12.4,94.5,1.5,,,,,
Cabrera, Genesis,650893,2022,44.2,16.5,10.3,96.1,1.4,95.9,1.4,,,
Castillo, Diego,650895,2022,54.1,23.9,9.9,95.7,1.2,95.1,1.3,,,
Sanchez, Cristopher,650911,2022,40.0,19.8,9.6,,,93,1.3,,,
Abreu, Albert,656061,2022,38.2,22.1,12.8,97.6,1.3,98.5,1.3,,,
Beeks, Jalen,656222,2022,61.0,28.0,8.8,95,1.2,,,87.5,1.5,
Bird, Jake,656234,2022,47.2,19.9,10.9,,,95,0.9,91.4,1.2,
Burke, Brock,656271,2022,82.1,27.4,7.3,95,1.2,93.5,1.4,,,
Cease, Dylan,656302,2022,184.0,30.4,10.4,96.8,1.3,96.5,1.3,,,
Davidson, Tucker,656353,2022,52.0,13.6,14.4,93.2,1.6,93,1.5,,,
Davis, Austin,656354,2022,56.0,24.2,12.5,94.1,1.5,93.6,1.5,,,
Faedo, Alex,656412,2022,53.2,18.0,10.2,92.7,1.4,,,,,
Flaherty, Jack,656427,2022,36.0,19.8,13.2,93.3,1.9,91,1.4,88.2,1.4,
Gilbreath, Lucas,656458,2022,43.0,26.2,13.9,93.8,1.5,,,,,
Hentges, Sam,656529,2022,62.0,29.4,7.8,95.7,1.4,95.7,1.3,,,
Hoffman, Jeff,656546,2022,44.2,22.8,11.7,94.2,1,,,,,
Houck, Tanner,656557,2022,60.0,22.7,8.9,95.2,1.1,94.5,1.3,,,
Keller, Mitch,656605,2022,159.0,20.1,8.7,95.5,1.6,94.4,1.4,,,
Kopech, Michael,656629,2022,119.1,21.3,11.5,94.9,1.8,,,,,
Lange, Alex,656638,2022,63.1,30.3,11.4,95.7,1.2,96.2,1,,,
Logue, Zach,656657,2022,57.0,16.3,7.8,90.1,1.1,,,85.9,1.3,
Martin, Brett,656685,2022,50.0,18.9,8.5,93.5,1.2,93.5,1.1,,,
Megill, Trevor,656730,2022,45.0,25.0,8.7,98,1.4,98.9,1.4,,,
Megill, Tylor,656731,2022,47.1,25.5,6.5,95.7,1.5,,,87.4,1.9,
Montgomery, Jordan,656756,2022,178.1,21.8,5.0,93,1.3,93,1.4,88.3,1.9,
Nelson, Nick,656793,2022,68.2,22.5,11.8,96.3,1.1,,,,,
Peterson, David,656849,2022,105.2,27.8,10.6,93.7,1.5,93.2,1.7,,,
Rasmussen, Drew,656876,2022,146.0,21.4,5.3,95.5,1,94.8,1.1,90.3,2.1,
Scott, Tanner,656945,2022,62.2,31.1,15.9,96.9,1.4,,,,,
Smeltzer, Devin,656970,2022,70.1,13.9,6.6,89.5,1.4,88.6,1.5,84.8,1.3,
Steele, Justin,657006,2022,119.0,24.6,9.8,92.2,1.4,91.6,1.3,,,
Swanson, Erik,657024,2022,53.2,34.0,4.9,93.6,1.3,,,,,
Thompson, Ryan,657044,2022,42.2,21.5,6.1,91.6,1.4,90,1.4,87.2,1.5,
Watkins, Spenser,657093,2022,105.1,13.7,6.5,91.4,1.2,90.9,1.4,87.1,1.3,
Wright, Kyle,657140,2022,180.1,23.6,7.2,95.1,1.3,94.4,1.5,,,
Otto Jr., Glenn,657248,2022,135.2,18.2,10.6,92.1,1.4,92.2,1.3,,,
Webb, Logan,657277,2022,192.1,20.7,6.2,92.4,1.3,91.8,1.2,,,
Schmidt, Clarke,657376,2022,57.2,23.7,9.7,94.7,1.2,94.9,1.2,,,
Hill, Tim,657612,2022,48.0,12.6,7.0,91.5,1.2,89.5,1.4,88.9,1.2,
Koenig, Jared,657649,2022,39.1,12.4,8.5,89.4,1.7,89.2,1.7,82.9,1.6,
Ryan, Joe,657746,2022,147.0,25.0,7.8,92,1.5,,,,,
Ohtani, Shohei,660271,2022,166.0,33.2,6.7,97.3,1.9,97.2,1.9,90.5,2.4,
Suarez, Jose,660761,2022,109.0,22.3,7.1,92.7,1.3,91.7,1.5,,,
Graterol, Brusdar,660813,2022,49.2,21.8,5.1,99.4,1.2,99.7,1.1,95.6,1.5,
De Los Santos, Enyel,660853,2022,53.1,28.4,7.9,95.3,1.3,,,,,
Gutierrez, Vladimir,661269,2022,36.2,16.2,13.4,92.8,1.6,,,,,
Martinez, Adrian,661309,2022,57.2,20.5,7.3,,,93.8,1.2,,,
Duran, Jhoan,661395,2022,67.2,33.5,6.0,100.8,1.4,,,,,
Clase, Emmanuel,661403,2022,72.2,28.4,3.7,99.9,1.3,,,99.5,1.1,
Martinez, Seth,661527,2022,38.2,24.5,9.0,91.9,1.2,90.9,1.1,86.1,1.4,
Munoz, Andres,662253,2022,65.0,38.7,6.0,100.2,1.3,,,,,
Suarez, Robert,663158,2022,47.2,31.9,11.0,97.9,1.8,97,1.7,93.6,2.7,
Feltner, Ryan,663372,2022,97.1,19.6,8.2,94.5,1.4,93.5,1.2,,,
Thornton, Trent,663423,2022,46.0,19.6,9.0,93.8,1.5,92.9,1.5,,,
Martin, Davis,663436,2022,63.1,17.8,7.1,94,1.7,,,,,
Pilkington, Konnor,663455,2022,58.0,19.4,12.4,92.1,1.5,93.3,,,,
Bubic, Kris,663460,2022,129.0,18.7,10.7,91.9,1.6,,,,,
McKenzie, Triston,663474,2022,191.1,25.6,5.9,92.5,1.5,,,,,
McClanahan, Shane,663556,2022,166.1,30.3,5.9,96.7,1.6,,,,,
Moran, Jovani,663558,2022,40.2,32.9,11.0,93.4,1.3,,,,,
Falter, Bailey,663559,2022,84.0,21.2,4.9,91.4,1.1,91,1.1,,,
Lynch, Daniel,663738,2022,131.2,20.3,8.7,94,1.3,93.4,1.2,,,
Woodford, Jake,663765,2022,48.1,12.8,5.9,92.4,1.3,91.8,1.3,,,
Sandoval, Patrick,663776,2022,148.2,23.7,9.4,93.1,1.5,93.4,1.5,,,
Hicks, Jordan,663855,2022,61.1,24.0,13.3,100.1,1.6,99.4,1.9,,,
Singer, Brady,663903,2022,153.1,24.2,5.6,92.6,1.4,93.8,1.2,,,
Stephan, Trevor,663986,2022,63.2,30.7,6.7,96.5,1.1,,,,,
Gonsolin, Tony,664062,2022,130.1,23.9,7.0,93.1,1.3,,,,,
Effross, Scott,664123,2022,56.2,27.1,6.6,90.8,1.1,90.3,1.1,,,
Gibaut, Ian,664139,2022,36.0,30.0,11.3,95.8,1.1,,,92.4,1.5,
Brubaker, JT,664141,2022,144.0,22.8,8.4,92.7,1.2,93.1,1.2,,,
Swarmer, Matt,664161,2022,34.0,23.5,13.1,90.5,1.1,,,,,
Clarke, Taylor,664199,2022,49.0,23.6,3.9,95.6,1,,,,,
Maton III, Phil,664208,2022,65.2,26.0,8.5,91,1,90.2,1.4,82.4,1.5,
Valdez, Framber,664285,2022,201.1,23.5,8.1,94.1,1.5,93.9,1.5,83,1.6,
Moreta, Dauri,664294,2022,38.1,24.4,8.1,95.9,1.5,96,1.5,,,
Javier, Cristian,664299,2022,148.2,33.2,8.9,93.8,1.2,,,,,
Urquidy, Jose,664353,2022,164.1,19.7,5.6,93.5,1.2,,,87.4,2,
Diaz, Alexis,664747,2022,63.2,32.5,12.9,95.7,1.3,,,,,
Helsley, Ryan,664854,2022,64.2,39.3,8.4,99.6,1.9,,,,,
Lawrence, Justin,664875,2022,42.2,25.1,11.5,,,95.1,1.6,,,
Kremer, Dean,665152,2022,125.1,17.0,6.6,93.5,1.4,91.7,1.7,88,1.8,
Garcia, Rony,665621,2022,51.0,23.3,6.3,92.9,1.4,92.5,1.7,,,
Sanmartin, Reiver,665665,2022,57.0,18.4,11.3,90.9,1.8,90.5,1.7,,,
Cabrera, Edward,665795,2022,71.2,25.8,11.3,96.1,1.3,95.8,1.3,,,
Assad, Javier,665871,2022,37.2,18.1,12.0,92.9,1.2,92.4,1.3,88.1,1.5,
Anderson, Ian,666120,2022,111.2,19.7,11.0,94,1,93.5,,,,
Garrett, Braxton,666129,2022,88.0,24.1,6.4,91.4,0.9,90.9,1,,,
Ragans, Cole,666142,2022,40.0,15.5,9.2,92.1,1.3,,,88.5,1.6,
Lodolo, Nick,666157,2022,103.1,29.7,8.8,94.4,0.9,94.2,1,,,
Manning, Matt,666159,2022,63.0,18.3,7.2,93.2,1.8,92.8,1.4,,,
Luzardo, Jesus,666200,2022,100.1,30.0,8.8,96.3,1.6,95.7,1.4,,,
Manoah, Alek,666201,2022,196.2,22.9,6.5,93.9,1.5,93.3,1.6,,,
Brash, Matt,666374,2022,50.2,27.9,14.9,96.9,1.6,,,,,
Castillo, Max,666721,2022,39.1,21.8,8.8,93,1.4,,,,,
Doval, Camilo,666808,2022,67.2,28.0,10.5,,,98.4,1.5,99.4,1.8,
Nance, Tommy,667297,2022,43.2,29.1,10.7,93.8,1.3,94.2,1.2,,,
Jackson, Zach,667427,2022,48.0,33.2,16.3,94.5,1.4,,,94.2,1.5,
King, John,667463,2022,51.1,13.5,6.3,,,92.4,1.2,86.7,1.9,
Plesac, Zach,668676,2022,131.2,17.6,6.7,91.9,1.3,89.4,1.4,,,
Gallen, Zac,668678,2022,184.0,26.9,6.6,94.1,1.2,94.7,,89.9,1.4,
Greene, Hunter,668881,2022,125.2,30.9,9.0,98.9,1.9,,,,,
Ashcraft, Graham,668933,2022,105.0,15.3,6.5,,,97.2,1.9,97.3,1.6,
McCarty, Kirk,668948,2022,37.2,16.4,8.2,92.5,1.2,90.9,,88.5,1.7,
Gore, MacKenzie,669022,2022,70.0,23.3,12.0,94.7,1.8,,,,,
Wilson, Bryse,669060,2022,115.2,15.5,6.3,92.7,1.3,92.1,1.4,,,
Zimmermann, Bruce,669145,2022,73.2,15.3,3.8,90.6,1.2,90.5,1.1,,,
Heasley, Jonathan,669169,2022,104.0,15.1,10.1,93.4,1.7,93.1,1.7,,,
Burnes, Corbin,669203,2022,202.0,30.5,6.4,96.1,1.3,96.3,1.1,95,1.2,
Akin, Keegan,669211,2022,81.2,23.4,6.1,93.5,1.2,,,,,
Morgan, Eli,669212,2022,66.2,28.1,5.1,92.1,1.2,,,87.3,1.6,
Kuhnel, Joel,669270,2022,58.0,22.0,5.5,96.2,1.6,96,1.6,,,
Lee, Dylan,669276,2022,50.2,29.4,5.0,92.1,1.5,,,,,
Gilbert, Logan,669302,2022,185.2,22.7,6.4,96.1,1.3,94.7,1.3,,,
Wells, Tyler,669330,2022,103.2,18.0,6.6,93.5,1.1,,,,,
Skubal, Tarik,669373,2022,117.2,24.5,6.7,94.1,1.5,94.8,1.6,,,
Coleman, Dylan,669395,2022,68.0,24.6,12.8,97.5,1.2,98,1.4,,,
Lambert, Jimmy,669424,2022,47.0,22.1,11.8,94.3,1.4,,,,,
Rogers, Trevor,669432,2022,107.0,22.2,9.4,94.6,1.6,94.9,1.4,,,
Bieber, Shane,669456,2022,200.0,25.0,4.6,91.3,1.1,,,86.9,1,
Nelson, Kyle,669459,2022,37.0,19.9,9.3,91.9,1.2,,,,,
Liberatore, Matthew,669461,2022,34.2,17.4,11.2,93.7,1.8,92.8,1.5,,,
Pallante, Andre,669467,2022,108.0,16.0,8.8,95.2,1.3,94.8,1.4,,,
Long, Sam,669674,2022,42.1,18.2,7.7,94.7,1.2,93,1.4,,,
Snead, Kirby,669912,2022,44.2,16.7,10.5,93.5,1.1,93.3,1,,,
Alexander, Jason,669920,2022,71.2,14.3,8.7,93.1,1.2,92.4,1.1,,,
Kirby, George,669923,2022,130.0,24.5,4.1,95.3,1.3,94.7,1.3,88.3,1.4,
White, Mitch,669952,2022,99.0,17.7,8.0,93.7,1.3,94.2,1.3,,,
Festa, Matthew,670036,2022,54.0,29.2,8.2,92.6,1.2,92.5,1.5,,,
Oller, Adam,670124,2022,74.1,13.6,11.6,93.3,1.3,93.6,1.3,89.5,1.4,
Schreiber, John,670167,2022,65.0,28.8,7.4,94.5,1.3,93.4,1.2,,,
Winckowski, Josh,670174,2022,70.1,13.9,8.5,93.7,1.4,94,1.3,88.6,1.4,
Bednar, David,670280,2022,51.2,32.9,7.6,96.4,1,95.2,,,,
Oviedo, Johan,670912,2022,56.0,22.3,9.5,96,1.3,,,,,
Richards, Trevor,670950,2022,64.0,29.2,12.5,93.4,0.8,,,,,
Ramirez, Yohan,670990,2022,37.1,19.2,12.0,93.8,1.4,95.7,1.2,,,
Foley, Jason,671345,2022,60.1,16.8,4.3,96.1,1.3,96.3,1.3,,,
Detmers, Reid,672282,2022,129.0,22.6,8.5,93.2,1.2,93.7,1.3,,,
Perez, Cionel,672335,2022,57.2,23.5,9.0,97,1.4,96.5,1.4,,,
Hernandez, Carlos,672578,2022,56.0,13.2,11.7,96.8,2.3,94.1,1.6,,,
Contreras, Roansy,672710,2022,95.0,21.1,9.6,95.6,1.4,,,,,
Adon, Joan,672851,2022,64.2,17.7,12.6,95,1.4,95,1.4,,,
Henry, Tommy,674072,2022,47.0,17.6,10.2,91.6,1.2,91.3,,,,
Strider, Spencer,675911,2022,131.2,38.3,8.5,98.2,1.4,,,,,
Karinchak, James,675916,2022,39.0,38.8,13.1,95.2,0.9,,,,,
Howard, Spencer,675921,2022,37.2,17.9,8.4,94.4,1.4,,,84.8,2.1,
Snider, Collin,676092,2022,34.1,14.6,9.9,94.1,,96,1,,,
Abbott, Cory,676265,2022,48.0,20.8,11.6,91.3,1.3,,,,,
Whitlock, Garrett,676477,2022,78.1,26.4,4.8,95.1,1.2,95.3,1.2,,,
Fleming, Josh,676596,2022,35.0,17.2,7.1,91.3,,91.2,1.5,84.3,1.2,
Sears, JP,676664,2022,70.0,17.7,8.0,93.2,1.1,,,,,
Vest, Will,676684,2022,63.0,23.2,8.1,95.1,1,95.3,1.6,,,
Crawford, Kutter,676710,2022,77.1,23.1,8.7,94.6,1.5,,,88.8,1.4,
Hughes, Brandon,676714,2022,57.2,28.5,8.8,93.2,1,93.2,1.2,,,
Marinaccio, Ron,676760,2022,44.0,30.9,13.3,94.6,1.4,,,,,
Ashby, Aaron,676879,2022,107.1,26.5,9.9,95.5,1.3,95.7,1.4,,,
Garcia, Luis,677651,2022,157.1,24.4,7.3,94,1.6,90.6,1.4,85.3,1.5,
Bello, Brayan,678394,2022,57.1,20.5,10.1,97,1,96.3,1.1,,,
Gray, Josiah,680686,2022,148.2,23.7,10.2,94.4,1.2,94.7,1.2,,,
Bradish, Kyle,680694,2022,117.2,21.8,9.0,94.6,1.5,95.3,1.5,,,
Sandlin, Nick,680704,2022,44.0,22.8,13.3,93.6,1.1,93.5,1.2,,,
Winder, Josh,680739,2022,67.0,16.4,6.3,94,1.1,,,,,
Wantz, Andrew,681806,2022,50.1,25.5,10.3,93.8,1.1,,,87.9,1.3,
Vesia, Alex,681911,2022,54.1,34.8,10.6,94.1,1.3,,,,,
Hill, Garrett,682051,2022,60.1,15.2,11.0,92,1.9,91.7,1.6,,,
Murfee, Penn,682171,2022,69.1,27.9,6.6,89,1.1,88.9,1.2,,,
Pepiot, Ryan,686752,2022,36.1,26.3,16.9,93.9,1.1,,,,,
Brieske, Beau,689225,2022,81.2,15.9,7.4,94.3,1,93.6,1.2,,,
Elder, Bryce,693821,2022,54.0,20.7,10.1,91.6,1.5,90.7,1.4,90.5,1.6,
